Name,Category,ID
fish umbrella,Umbrellas,2240
DAL umbrella,Umbrellas,2558
Nook Inc. umbrella,Umbrellas,2559
cherry-blossom umbrella,Umbrellas,26D9
lacy parasol,Umbrellas,26DA
peach umbrella,Umbrellas,26DB
apple umbrella,Umbrellas,26DC
cherry umbrella,Umbrellas,26DD
pear umbrella,Umbrellas,26DE
melon umbrella,Umbrellas,26DF
mint umbrella,Umbrellas,26E0
picnic umbrella,Umbrellas,26E1
lemon umbrella,Umbrellas,26E2
eggy parasol,Umbrellas,26E3
blue dot parasol,Umbrellas,26E4
beach umbrella,Umbrellas,26E5
red umbrella,Umbrellas,26E6
blue umbrella,Umbrellas,26E7
green umbrella,Umbrellas,26E8
purple shiny-bows parasol,Umbrellas,2F65
blue shiny-bows parasol,Umbrellas,2F66
white shiny-bows parasol,Umbrellas,2F67
green chic umbrella,Umbrellas,2F68
black chic umbrella,Umbrellas,2F69
red chic umbrella,Umbrellas,2F6A
shovel,Tools,0833
axe,Tools,0834
flimsy net,Tools,0948
fishing rod,Tools,0949
watering can,Tools,094B
Star wand,Tools,09F0
Ladder,Tools,0A37
slingshot,Tools,0B06
flimsy axe,Tools,0BFC
path construction permit,Tools,0C03
flimsy shovel,Tools,0C0A
flimsy watering can,Tools,0C0B
flimsy fishing rod,Tools,0C0C
timer,Tools,0D03
vaulting pole,Tools,125F
hyacinth wand,Tools,13DB
windflower wand,Tools,13DC
tulip wand,Tools,13DD
pansy wand,Tools,13E3
cosmos wand,Tools,13E4
rose wand,Tools,13E5
lily wand,Tools,13E6
mums wand,Tools,13E7
net,Tools,1698
stone axe,Tools,16E0
wand,Tools,1DA0
ice wand,Tools,1DA1
shell wand,Tools,1DA2
tree-branch wand,Tools,1DA3
mushroom wand,Tools,1DA4
cherry-blossom wand,Tools,1DA5
bamboo wand,Tools,1DA6
golden wand,Tools,1DA7
iron wand,Tools,1DA8
star net,Tools,1FF0
colorful net,Tools,1FF1
outdoorsy net,Tools,1FF2
golden net,Tools,1FF3
fish fishing rod,Tools,2117
colorful fishing rod,Tools,2118
outdoorsy fishing rod,Tools,2119
golden watering can,Tools,2155
colorful watering can,Tools,2156
elephant watering can,Tools,2157
outdoorsy watering can,Tools,2158
golden shovel,Tools,217E
outdoorsy shovel,Tools,217F
printed-design shovel,Tools,2180
colorful shovel,Tools,2181
golden slingshot,Tools,2182
outdoorsy slingshot,Tools,2183
colorful slingshot,Tools,2184
golden rod,Tools,21D4
bug wand,Tools,2241
fish wand,Tools,2242
golden axe,Tools,2591
Bunny Day wand,Tools,3122
worn axe,Tools,3147
wedding wand,Tools,3197
brown cicada,Bugs,0246
tiger butterfly,Bugs,0247
Rajah Brooke's birdwing,Bugs,0248
red dragonfly,Bugs,0249
Queen Alexandra's birdwing,Bugs,024A
pondskater,Bugs,024B
ant,Bugs,024C
pill bug,Bugs,024E
wharf roach,Bugs,024F
moth,Bugs,0250
diving beetle,Bugs,0252
darner dragonfly,Bugs,0253
goliath beetle,Bugs,0254
fly,Bugs,0255
orchid mantis,Bugs,0256
tiger beetle,Bugs,0257
horned hercules,Bugs,0258
evening cicada,Bugs,0259
cyclommatus stag,Bugs,025A
firefly,Bugs,025B
dung beetle,Bugs,025C
rice grasshopper,Bugs,025D
mosquito,Bugs,025E
mantis,Bugs,025F
stinkbug,Bugs,0260
citrus long-horned beetle,Bugs,0261
peacock butterfly,Bugs,0262
snail,Bugs,0263
horned dynastid,Bugs,0264
grasshopper,Bugs,0265
earth-boring dung beetle,Bugs,0266
horned atlas,Bugs,0267
walking leaf,Bugs,0268
cricket,Bugs,0269
giant cicada,Bugs,026A
spider,Bugs,026B
agrias butterfly,Bugs,026C
robust cicada,Bugs,026D
bagworm,Bugs,026E
honeybee,Bugs,026F
miyama stag,Bugs,0270
yellow butterfly,Bugs,0271
common butterfly,Bugs,0272
emperor butterfly,Bugs,0273
centipede,Bugs,0274
walking stick,Bugs,0276
rainbow stag,Bugs,0277
saw stag,Bugs,0278
flea,Bugs,0279
mole cricket,Bugs,027A
banded dragonfly,Bugs,027B
monarch butterfly,Bugs,027C
giant stag,Bugs,027D
golden stag,Bugs,027E
scarab beetle,Bugs,027F
scorpion,Bugs,0280
cicada shell,Bugs,0281
bell cricket,Bugs,0282
wasp,Bugs,0283
long locust,Bugs,0284
jewel beetle,Bugs,0285
tarantula,Bugs,0286
ladybug,Bugs,0287
migratory locust,Bugs,0288
walker cicada,Bugs,0289
violin beetle,Bugs,028A
hermit crab,Bugs,028B
Atlas moth,Bugs,028C
horned elephant,Bugs,028D
common bluebottle,Bugs,0D95
paper kite butterfly,Bugs,0D96
great purple emperor,Bugs,0D97
drone beetle,Bugs,0D98
giraffe stag,Bugs,0D9A
man-faced stink bug,Bugs,0D9B
Madagascan sunset moth,Bugs,0D9C
blue weevil beetle,Bugs,0D9D
rosalia batesi beetle,Bugs,0D9F
giant water bug,Bugs,1425
damselfly,Bugs,14DB
crucian carp,Fishes,0148
goldfish,Fishes,0149
bitterling,Fishes,08A7
pale chub,Fishes,08A8
dace,Fishes,08A9
carp,Fishes,08AB
koi,Fishes,08AC
pop-eyed goldfish,Fishes,08AD
killifish,Fishes,08AE
crawfish,Fishes,08AF
soft-shelled turtle,Fishes,08B0
tadpole,Fishes,08B1
frog,Fishes,08B2
freshwater goby,Fishes,08B3
loach,Fishes,08B4
catfish,Fishes,08B5
giant snakehead,Fishes,08B7
bluegill,Fishes,08B8
yellow perch,Fishes,08B9
black bass,Fishes,08BA
pike,Fishes,08BB
pond smelt,Fishes,08BC
sweetfish,Fishes,08BD
cherry salmon,Fishes,08BE
char,Fishes,08BF
stringfish,Fishes,08C1
salmon,Fishes,08C2
king salmon,Fishes,08C3
mitten crab,Fishes,08C4
guppy,Fishes,08C5
nibble fish,Fishes,08C6
angelfish,Fishes,08C7
neon tetra,Fishes,08C8
piranha,Fishes,08C9
arowana,Fishes,08CA
dorado,Fishes,08CB
gar,Fishes,08CC
arapaima,Fishes,08CD
saddled bichir,Fishes,08CE
sea butterfly,Fishes,08CF
sea horse,Fishes,08D0
clown fish,Fishes,08D1
surgeonfish,Fishes,08D2
butterfly fish,Fishes,08D3
Napoleonfish,Fishes,08D4
zebra turkeyfish,Fishes,08D5
blowfish,Fishes,08D6
puffer fish,Fishes,08D7
horse mackerel,Fishes,08D8
barred knifejaw,Fishes,08D9
sea bass,Fishes,08DA
red snapper,Fishes,08DB
dab,Fishes,08DC
olive flounder,Fishes,08DD
squid,Fishes,08DE
moray eel,Fishes,08DF
ribbon eel,Fishes,08E0
football fish,Fishes,08E1
tuna,Fishes,08E2
blue marlin,Fishes,08E3
giant trevally,Fishes,08E4
ray,Fishes,08E5
ocean sunfish,Fishes,08E6
hammerhead shark,Fishes,08E7
great white shark,Fishes,08E8
saw shark,Fishes,08E9
whale shark,Fishes,08EA
oarfish,Fishes,08EB
coelacanth,Fishes,08EC
sturgeon,Fishes,105D
tilapia,Fishes,105E
betta,Fishes,105F
snapping turtle,Fishes,1060
golden trout,Fishes,1061
rainbowfish,Fishes,1062
anchovy,Fishes,1069
mahi-mahi,Fishes,106A
suckerfish,Fishes,106B
barreleye,Fishes,106C
ranchu goldfish,Fishes,1486
sea snail,Shells,055E
venus comb,Shells,055F
conch,Shells,0560
sand dollar,Shells,0563
coral,Shells,0564
giant clam,Shells,0565
cowrie,Shells,0566
manila clam,Shells,0A07
summer shell,Shells,175E
ankylo skull,Fossils,00A9
ankylo torso,Fossils,00AA
ankylo tail,Fossils,00AB
archelon skull,Fossils,00B1
archelon tail,Fossils,00B2
megacero skull,Fossils,00B4
megacero torso,Fossils,00B5
megacero tail,Fossils,00B6
dimetrodon skull,Fossils,00B8
dimetrodon torso,Fossils,00B9
iguanodon skull,Fossils,00BC
iguanodon torso,Fossils,00BD
iguanodon tail,Fossils,00BE
ophthalmo skull,Fossils,00C0
ophthalmo torso,Fossils,00C1
mammoth skull,Fossils,00C3
mammoth torso,Fossils,00C4
pachy skull,Fossils,00C6
pachy tail,Fossils,00C7
parasaur skull,Fossils,00CA
parasaur torso,Fossils,00CB
parasaur tail,Fossils,00CC
ptera body,Fossils,00CE
right ptera wing,Fossils,00CF
left ptera wing,Fossils,00D0
deinony torso,Fossils,00D2
deinony tail,Fossils,00D3
sabertooth skull,Fossils,00D5
sabertooth tail,Fossils,00D6
diplo skull,Fossils,00D8
diplo neck,Fossils,00D9
diplo chest,Fossils,00DA
diplo pelvis,Fossils,00DB
diplo tail,Fossils,00DC
spino skull,Fossils,00DE
spino torso,Fossils,00DF
spino tail,Fossils,00E0
stego skull,Fossils,00E2
stego torso,Fossils,00E3
stego tail,Fossils,00E4
plesio skull,Fossils,00EA
plesio body,Fossils,00EB
plesio tail,Fossils,00EC
T. rex skull,Fossils,00EE
T. rex torso,Fossils,00EF
T. rex tail,Fossils,00F0
tricera skull,Fossils,00F2
tricera torso,Fossils,00F3
tricera tail,Fossils,00F4
amber,Fossils,0126
ammonite,Fossils,0127
coprolite,Fossils,0128
archaeopteryx,Fossils,012A
dinosaur track,Fossils,012C
australopith,Fossils,012D
shark-tooth pattern,Fossils,012E
trilobite,Fossils,012F
fossil,Fossils,0A13
anomalocaris,Fossils,122B
right megalo side,Fossils,1232
left megalo side,Fossils,1233
dunkleosteus,Fossils,1234
myllokunmingia,Fossils,1236
eusthenopteron,Fossils,1237
acanthostega,Fossils,1238
juramaia,Fossils,1239
brachio skull,Fossils,1250
brachio chest,Fossils,1251
brachio pelvis,Fossils,1252
brachio tail,Fossils,1253
quetzal torso,Fossils,1259
right quetzal wing,Fossils,125A
left quetzal wing,Fossils,125B
diplo tail tip,Fossils,1C53
saw stag model,Insect models,1722
grand h. hercules model,Insect models,1724
wasp model,Insect models,1727
honeybee model,Insect models,1728
scarab beetle model,Insect models,1729
flea model,Insect models,172F
mosquito model,Insect models,1730
horned dynastid model,Insect models,1732
tiger butterfly model,Insect models,1738
brown cicada model,Insect models,1B86
R. Brooke's birdwing model,Insect models,1B89
red dragonfly model,Insect models,1B8A
grand Q. A. birdwing model,Insect models,1B8B
pondskater model,Insect models,1B8C
ant model,Insect models,1B8D
pill bug model,Insect models,1B8E
wharf roach model,Insect models,1B8F
moth model,Insect models,1B90
diving beetle model,Insect models,1B91
darner dragonfly model,Insect models,1B92
grand goliath beetle model,Insect models,1B93
fly model,Insect models,1B94
orchid mantis model,Insect models,1B95
tiger beetle model,Insect models,1B96
evening cicada model,Insect models,1B97
cyclommatus stag model,Insect models,1B98
firefly model,Insect models,1B99
dung beetle model,Insect models,1B9A
rice grasshopper model,Insect models,1B9B
mantis model,Insect models,1B9C
stinkbug model,Insect models,1B9D
citrus long-horned b. model,Insect models,1B9E
peacock butterfly model,Insect models,1B9F
snail model,Insect models,1BA0
grasshopper model,Insect models,1BA1
earth-boring dung b. model,Insect models,1BA2
horned atlas model,Insect models,1BA3
walking leaf model,Insect models,1BA4
cricket model,Insect models,1BA5
giant cicada model,Insect models,1BA6
spider model,Insect models,1BA7
agrias butterfly model,Insect models,1BA8
robust cicada model,Insect models,1BA9
bagworm model,Insect models,1BAA
miyama stag model,Insect models,1BAB
yellow butterfly model,Insect models,1BAC
common butterfly model,Insect models,1BAD
emperor butterfly model,Insect models,1BAE
walking stick model,Insect models,1BAF
rainbow stag model,Insect models,1BB0
mole cricket model,Insect models,1BB1
grand b. dragonfly model,Insect models,1BB2
monarch butterfly model,Insect models,1BB3
giant stag model,Insect models,1BB4
golden stag model,Insect models,1BB5
scorpion model,Insect models,1BB6
cicada shell model,Insect models,1BB7
bell cricket model,Insect models,1BB8
long locust model,Insect models,1BB9
jewel beetle model,Insect models,1BBB
tarantula model,Insect models,1BBD
ladybug model,Insect models,1BBE
migratory locust model,Insect models,1BBF
walker cicada model,Insect models,1BC0
violin beetle model,Insect models,1BC1
hermit crab model,Insect models,1BC4
grand Atlas moth model,Insect models,1BC5
horned elephant model,Insect models,1BC6
common bluebottle model,Insect models,1BC7
paper kite butterfly model,Insect models,1BC8
great purple emperor model,Insect models,1BC9
drone beetle model,Insect models,1BCA
grand giraffe stag model,Insect models,1BCB
man-faced stink bug model,Insect models,1BCC
M. sunset moth model,Insect models,1BCD
blue weevil beetle model,Insect models,1BCE
rosalia batesi beetle model,Insect models,1BCF
giant water bug model,Insect models,1BD0
damselfly model,Insect models,1BD1
centipede model,Insect models,1CEF
crucian carp model,Fish models,1B11
goldfish model,Fish models,1B12
bitterling model,Fish models,1B13
horse mackerel model,Fish models,1B14
angelfish model,Fish models,1B15
arowana model,Fish models,1B17
sweetfish model,Fish models,1B18
betta model,Fish models,1B19
black bass model,Fish models,1B1A
bluegill model,Fish models,1B1B
football fish model,Fish models,1B1C
butterfly fish model,Fish models,1B1D
pop-eyed goldfish model,Fish models,1B1E
barreleye model,Fish models,1B1F
loach model,Fish models,1B20
nibble fish model,Fish models,1B21
freshwater goby model,Fish models,1B22
ray model,Fish models,1B25
saddled bichir model,Fish models,1B26
blowfish model,Fish models,1B27
gar model,Fish models,1B28
golden trout model,Fish models,1B29
guppy model,Fish models,1B2A
ribbon eel model,Fish models,1B2B
puffer fish model,Fish models,1B2C
olive flounder model,Fish models,1B2D
squid model,Fish models,1B2E
barred knifejaw model,Fish models,1B2F
stringfish model,Fish models,1B30
whale shark model,Fish models,1B31
frog model,Fish models,1B32
blue marlin model,Fish models,1B33
snapping turtle model,Fish models,1B34
dab model,Fish models,1B35
king salmon model,Fish models,1B42
suckerfish model,Fish models,1B43
carp model,Fish models,1B44
clown fish model,Fish models,1B45
sea butterfly model,Fish models,1B46
tuna model,Fish models,1B47
ocean sunfish model,Fish models,1B48
killifish model,Fish models,1B49
catfish model,Fish models,1B4B
surgeonfish model,Fish models,1B4C
Napoleonfish model,Fish models,1B4D
neon tetra model,Fish models,1B4E
koi model,Fish models,1B4F
anchovy model,Fish models,1B57
pale chub model,Fish models,1B58
tadpole model,Fish models,1B59
saw shark model,Fish models,1B5A
char model,Fish models,1B5B
pike model,Fish models,1B5C
piranha model,Fish models,1B5D
arapaima model,Fish models,1B5E
giant snakehead model,Fish models,1B5F
rainbowfish model,Fish models,1B60
ranchu goldfish model,Fish models,1B61
giant trevally model,Fish models,1B62
oarfish model,Fish models,1B63
salmon model,Fish models,1B64
great white shark model,Fish models,1B65
mahi-mahi model,Fish models,1B66
hammerhead shark model,Fish models,1B67
coelacanth model,Fish models,1B68
soft-shelled turtle model,Fish models,1B69
sea bass model,Fish models,1B6A
mitten crab model,Fish models,1B6B
red snapper model,Fish models,1B6C
sea horse model,Fish models,1B6D
tilapia model,Fish models,1B6E
sturgeon model,Fish models,1B6F
dace model,Fish models,1B70
moray eel model,Fish models,1B71
pond smelt model,Fish models,1B72
cherry salmon model,Fish models,1B73
yellow perch model,Fish models,1B74
crawfish model,Fish models,1B75
zebra turkeyfish model,Fish models,1E9C
dorado model,Fish models,1E9D
apple,Plants,08A5
orange,Plants,08A6
pear,Plants,08ED
peach,Plants,08EE
cherry,Plants,08EF
coconut,Plants,08F0
bamboo shoot,Plants,08F7
red cosmos,Plants,0900
white cosmos,Plants,0901
clump of weeds,Plants,0A40
red-cosmos bag,Plants,0A42
red-cosmos stems,Plants,0A43
red-cosmos buds,Plants,0A44
white-cosmos bag,Plants,0A45
white-cosmos stems,Plants,0A46
white-cosmos buds,Plants,0A47
sapling,Plants,0AEA
small young hardwood,Plants,0AEC
medium young hardwood,Plants,0AED
large young hardwood,Plants,0AEE
hardwood tree,Plants,0AEF
cedar sapling,Plants,0AF0
small young cedar,Plants,0AF2
medium young cedar,Plants,0AF3
large young cedar,Plants,0AF4
cedar tree,Plants,0AF5
nursery coconut,Plants,0AF6
small young coconut,Plants,0AF7
medium young coconut,Plants,0AF8
large young coconut,Plants,0AF9
coconut tree,Plants,0AFA
nursery bamboo,Plants,0AFB
small young bamboo,Plants,0AFC
medium young bamboo,Plants,0AFD
large young bamboo,Plants,0AFE
bamboo tree,Plants,0AFF
white-azalea start,Plants,0B04
young white azalea,Plants,0B2C
white-azalea bush,Plants,0B2D
yellow cosmos,Plants,0B2F
yellow-cosmos bag,Plants,0B30
yellow-cosmos stems,Plants,0B31
yellow-cosmos buds,Plants,0B32
pink cosmos,Plants,0B33
pink-cosmos stems,Plants,0B35
pink-cosmos buds,Plants,0B36
orange cosmos,Plants,0B37
orange-cosmos stems,Plants,0B39
orange-cosmos buds,Plants,0B3A
black cosmos,Plants,0B3B
black-cosmos stems,Plants,0B3D
black-cosmos buds,Plants,0B3E
white tulips,Plants,0B3F
white-tulip bag,Plants,0B40
white-tulip stems,Plants,0B41
white-tulip buds,Plants,0B42
red tulips,Plants,0B43
red-tulip bag,Plants,0B44
red-tulip stems,Plants,0B45
red-tulip buds,Plants,0B46
yellow tulips,Plants,0B47
yellow-tulip bag,Plants,0B48
yellow-tulip stems,Plants,0B49
yellow-tulip buds,Plants,0B4A
pink tulips,Plants,0B4B
pink-tulip stems,Plants,0B4D
pink-tulip buds,Plants,0B4E
orange tulips,Plants,0B4F
orange-tulip stems,Plants,0B51
orange-tulip buds,Plants,0B52
purple tulips,Plants,0B53
purple-tulip stems,Plants,0B55
purple-tulip buds,Plants,0B56
black tulips,Plants,0B57
black-tulip stems,Plants,0B59
black-tulip buds,Plants,0B5A
white pansies,Plants,0B5B
white-pansy bag,Plants,0B5C
white-pansy stems,Plants,0B5D
white-pansy buds,Plants,0B5E
red pansies,Plants,0B5F
red-pansy bag,Plants,0B60
red-pansy stems,Plants,0B61
red-pansy buds,Plants,0B62
yellow pansies,Plants,0B63
yellow-pansy bag,Plants,0B64
yellow-pansy stems,Plants,0B65
yellow-pansy buds,Plants,0B66
orange pansies,Plants,0B67
orange-pansy stems,Plants,0B69
orange-pansy buds,Plants,0B6A
purple pansies,Plants,0B6B
purple-pansy stems,Plants,0B6D
purple-pansy buds,Plants,0B6E
blue pansies,Plants,0B6F
blue-pansy stems,Plants,0B71
blue-pansy buds,Plants,0B72
white roses,Plants,0B73
white-rose bag,Plants,0B74
white-rose stems,Plants,0B75
white-rose buds,Plants,0B76
red roses,Plants,0B77
red-rose bag,Plants,0B78
red-rose stems,Plants,0B79
red-rose buds,Plants,0B7A
yellow roses,Plants,0B7B
yellow-rose bag,Plants,0B7C
yellow-rose stems,Plants,0B7D
yellow-rose buds,Plants,0B7E
pink roses,Plants,0B7F
pink-rose stems,Plants,0B81
pink-rose buds,Plants,0B82
orange roses,Plants,0B83
orange-rose stems,Plants,0B85
orange-rose buds,Plants,0B86
purple roses,Plants,0B87
purple-rose stems,Plants,0B89
purple-rose buds,Plants,0B8A
black roses,Plants,0B8B
black-rose stems,Plants,0B8D
black-rose buds,Plants,0B8E
blue roses,Plants,0B8F
blue-rose stems,Plants,0B91
blue-rose buds,Plants,0B92
gold roses,Plants,0B93
gold-rose stems,Plants,0B95
gold-rose buds,Plants,0B96
white lilies,Plants,0BA3
white-lily bag,Plants,0BA4
white-lily stems,Plants,0BA5
white-lily buds,Plants,0BA6
red lilies,Plants,0BA7
red-lily bag,Plants,0BA8
red-lily stems,Plants,0BA9
red-lily buds,Plants,0BAA
yellow lilies,Plants,0BAB
yellow-lily bag,Plants,0BAC
yellow-lily stems,Plants,0BAD
